date,b_list,c_list,d_list,e_list,g_list,h_list
2021/12/9 15:29,8991,5049009,-4492,26988,-11233,13484
2021/12/9 15:29,8995,5053504,-4494,27000,-11238,13490
2021/12/9 15:29,8999,5058001,-4496,27012,-11243,13496
2021/12/9 15:29,9003,5062500,-4498,27024,-11248,13502
2021/12/9 15:29,9007,5067001,-4500,27036,-11253,13508
2021/12/9 15:29,9011,5071504,-4502,27048,-11258,13514
2021/12/9 15:29,9015,5076009,-4504,27060,-11263,13520
2021/12/9 15:29,9019,5080516,-4506,27072,-11268,13526
2021/12/9 15:29,9023,5085025,-4508,27084,-11273,13532
2021/12/9 15:29,9027,5089536,-4510,27096,-11278,13538
2021/12/9 15:29,9031,5094049,-4512,27108,-11283,13544
2021/12/9 15:29,9035,5098564,-4514,27120,-11288,13550
2021/12/9 15:29,9039,5103081,-4516,27132,-11293,13556
2021/12/9 15:29,9043,5107600,-4518,27144,-11298,13562
2021/12/9 15:29,9047,5112121,-4520,27156,-11303,13568
2021/12/9 15:29,9051,5116644,-4522,27168,-11308,13574
2021/12/9 15:29,9055,5121169,-4524,27180,-11313,13580
2021/12/9 15:29,9059,5125696,-4526,27192,-11318,13586
2021/12/9 15:29,9063,5130225,-4528,27204,-11323,13592
2021/12/9 15:29,9067,5134756,-4530,27216,-11328,13598
2021/12/9 15:29,9071,5139289,-4532,27228,-11333,13604
2021/12/9 15:29,9075,5143824,-4534,27240,-11338,13610
2021/12/9 15:29,9079,5148361,-4536,27252,-11343,13616
2021/12/9 15:29,9083,5152900,-4538,27264,-11348,13622
2021/12/9 15:29,9087,5157441,-4540,27276,-11353,13628
2021/12/9 15:29,9091,5161984,-4542,27288,-11358,13634
2021/12/9 15:29,9095,5166529,-4544,27300,-11363,13640
2021/12/9 15:29,9099,5171076,-4546,27312,-11368,13646
2021/12/9 15:29,9103,5175625,-4548,27324,-11373,13652
2021/12/9 15:29,9107,5180176,-4550,27336,-11378,13658
2021/12/9 15:29,9111,5184729,-4552,27348,-11383,13664
2021/12/9 15:29,9115,5189284,-4554,27360,-11388,13670
2021/12/9 15:29,9119,5193841,-4556,27372,-11393,13676
2021/12/9 15:29,9123,5198400,-4558,27384,-11398,13682
2021/12/9 15:29,9127,5202961,-4560,27396,-11403,13688
2021/12/9 15:29,9131,5207524,-4562,27408,-11408,13694
2021/12/9 15:29,9135,5212089,-4564,27420,-11413,13700
2021/12/9 15:29,9139,5216656,-4566,27432,-11418,13706
2021/12/9 15:29,9143,5221225,-4568,27444,-11423,13712
2021/12/9 15:29,9147,5225796,-4570,27456,-11428,13718
2021/12/9 15:29,9151,5230369,-4572,27468,-11433,13724
2021/12/9 15:29,9155,5234944,-4574,27480,-11438,13730
2021/12/9 15:29,9159,5239521,-4576,27492,-11443,13736
2021/12/9 15:29,9163,5244100,-4578,27504,-11448,13742
2021/12/9 15:29,9167,5248681,-4580,27516,-11453,13748
2021/12/9 15:29,9171,5253264,-4582,27528,-11458,13754
2021/12/9 15:29,9175,5257849,-4584,27540,-11463,13760
2021/12/9 15:29,9179,5262436,-4586,27552,-11468,13766
2021/12/9 15:29,9183,5267025,-4588,27564,-11473,13772
2021/12/9 15:29,9187,5271616,-4590,27576,-11478,13778
2021/12/9 15:29,9191,5276209,-4592,27588,-11483,13784
2021/12/9 15:29,9195,5280804,-4594,27600,-11488,13790
2021/12/9 15:29,9199,5285401,-4596,27612,-11493,13796
2021/12/9 15:29,9203,5290000,-4598,27624,-11498,13802
2021/12/9 15:29,9207,5294601,-4600,27636,-11503,13808
2021/12/9 15:29,9211,5299204,-4602,27648,-11508,13814
2021/12/9 15:29,9215,5303809,-4604,27660,-11513,13820
2021/12/9 15:29,9219,5308416,-4606,27672,-11518,13826
2021/12/9 15:29,9223,5313025,-4608,27684,-11523,13832
2021/12/9 15:29,9227,5317636,-4610,27696,-11528,13838
2021/12/9 15:29,9231,5322249,-4612,27708,-11533,13844
2021/12/9 15:29,9235,5326864,-4614,27720,-11538,13850
2021/12/9 15:29,9239,5331481,-4616,27732,-11543,13856
2021/12/9 15:29,9243,5336100,-4618,27744,-11548,13862
2021/12/9 15:29,9247,5340721,-4620,27756,-11553,13868
2021/12/9 15:29,9251,5345344,-4622,27768,-11558,13874
2021/12/9 15:29,9255,5349969,-4624,27780,-11563,13880
2021/12/9 15:29,9259,5354596,-4626,27792,-11568,13886
2021/12/9 15:29,9263,5359225,-4628,27804,-11573,13892
2021/12/9 15:29,9267,5363856,-4630,27816,-11578,13898
2021/12/9 15:29,9271,5368489,-4632,27828,-11583,13904
2021/12/9 15:29,9275,5373124,-4634,27840,-11588,13910
2021/12/9 15:29,9279,5377761,-4636,27852,-11593,13916
2021/12/9 15:29,9283,5382400,-4638,27864,-11598,13922
2021/12/9 15:29,9287,5387041,-4640,27876,-11603,13928
2021/12/9 15:29,9291,5391684,-4642,27888,-11608,13934
2021/12/9 15:29,9295,5396329,-4644,27900,-11613,13940
2021/12/9 15:29,9299,5400976,-4646,27912,-11618,13946
2021/12/9 15:29,9303,5405625,-4648,27924,-11623,13952
2021/12/9 15:29,9307,5410276,-4650,27936,-11628,13958
2021/12/9 15:29,9311,5414929,-4652,27948,-11633,13964
2021/12/9 15:29,9315,5419584,-4654,27960,-11638,13970
2021/12/9 15:29,9319,5424241,-4656,27972,-11643,13976
2021/12/9 15:29,9323,5428900,-4658,27984,-11648,13982
2021/12/9 15:29,9327,5433561,-4660,27996,-11653,13988
2021/12/9 15:29,9331,5438224,-4662,28008,-11658,13994
2021/12/9 15:29,9335,5442889,-4664,28020,-11663,14000
2021/12/9 15:29,9339,5447556,-4666,28032,-11668,14006
2021/12/9 15:29,9343,5452225,-4668,28044,-11673,14012
2021/12/9 15:29,9347,5456896,-4670,28056,-11678,14018
2021/12/9 15:29,9351,5461569,-4672,28068,-11683,14024
2021/12/9 15:29,9355,5466244,-4674,28080,-11688,14030
2021/12/9 15:29,9359,5470921,-4676,28092,-11693,14036
2021/12/9 15:29,9363,5475600,-4678,28104,-11698,14042
2021/12/9 15:29,9367,5480281,-4680,28116,-11703,14048
2021/12/9 15:29,9371,5484964,-4682,28128,-11708,14054
2021/12/9 15:29,9375,5489649,-4684,28140,-11713,14060
2021/12/9 15:29,9379,5494336,-4686,28152,-11718,14066
2021/12/9 15:29,9383,5499025,-4688,28164,-11723,14072
2021/12/9 15:29,9387,5503716,-4690,28176,-11728,14078
2021/12/9 15:29,9391,5508409,-4692,28188,-11733,14084
2021/12/9 15:29,9395,5513104,-4694,28200,-11738,14090
2021/12/9 15:29,9399,5517801,-4696,28212,-11743,14096
2021/12/9 15:29,9403,5522500,-4698,28224,-11748,14102
2021/12/9 15:29,9407,5527201,-4700,28236,-11753,14108
2021/12/9 15:29,9411,5531904,-4702,28248,-11758,14114
2021/12/9 15:29,9415,5536609,-4704,28260,-11763,14120
2021/12/9 15:29,9419,5541316,-4706,28272,-11768,14126
2021/12/9 15:29,9423,5546025,-4708,28284,-11773,14132
2021/12/9 15:29,9427,5550736,-4710,28296,-11778,14138
2021/12/9 15:29,9431,5555449,-4712,28308,-11783,14144
2021/12/9 15:29,9435,5560164,-4714,28320,-11788,14150
2021/12/9 15:29,9439,5564881,-4716,28332,-11793,14156
2021/12/9 15:29,9443,5569600,-4718,28344,-11798,14162
2021/12/9 15:29,9447,5574321,-4720,28356,-11803,14168
2021/12/9 15:29,9451,5579044,-4722,28368,-11808,14174
2021/12/9 15:29,9455,5583769,-4724,28380,-11813,14180
2021/12/9 15:29,9459,5588496,-4726,28392,-11818,14186
2021/12/9 15:29,9463,5593225,-4728,28404,-11823,14192
2021/12/9 15:29,9467,5597956,-4730,28416,-11828,14198
2021/12/9 15:29,9471,5602689,-4732,28428,-11833,14204
2021/12/9 15:29,9475,5607424,-4734,28440,-11838,14210
2021/12/9 15:29,9479,5612161,-4736,28452,-11843,14216
2021/12/9 15:29,9483,5616900,-4738,28464,-11848,14222
2021/12/9 15:29,9487,5621641,-4740,28476,-11853,14228
2021/12/9 15:29,9491,5626384,-4742,28488,-11858,14234
2021/12/9 15:29,9495,5631129,-4744,28500,-11863,14240
2021/12/9 15:29,9499,5635876,-4746,28512,-11868,14246
2021/12/9 15:29,9503,5640625,-4748,28524,-11873,14252
2021/12/9 15:29,9507,5645376,-4750,28536,-11878,14258
2021/12/9 15:29,9511,5650129,-4752,28548,-11883,14264
2021/12/9 15:29,9515,5654884,-4754,28560,-11888,14270
2021/12/9 15:29,9519,5659641,-4756,28572,-11893,14276
2021/12/9 15:29,9523,5664400,-4758,28584,-11898,14282
2021/12/9 15:29,9527,5669161,-4760,28596,-11903,14288
2021/12/9 15:29,9531,5673924,-4762,28608,-11908,14294
2021/12/9 15:29,9535,5678689,-4764,28620,-11913,14300
2021/12/9 15:29,9539,5683456,-4766,28632,-11918,14306
2021/12/9 15:29,9543,5688225,-4768,28644,-11923,14312
2021/12/9 15:29,9547,5692996,-4770,28656,-11928,14318
2021/12/9 15:29,9551,5697769,-4772,28668,-11933,14324
2021/12/9 15:29,9555,5702544,-4774,28680,-11938,14330
2021/12/9 15:29,9559,5707321,-4776,28692,-11943,14336
2021/12/9 15:29,9563,5712100,-4778,28704,-11948,14342
2021/12/9 15:29,9567,5716881,-4780,28716,-11953,14348
2021/12/9 15:29,9571,5721664,-4782,28728,-11958,14354
2021/12/9 15:29,9575,5726449,-4784,28740,-11963,14360
2021/12/9 15:29,9579,5731236,-4786,28752,-11968,14366
2021/12/9 15:29,9583,5736025,-4788,28764,-11973,14372
2021/12/9 15:29,9587,5740816,-4790,28776,-11978,14378
2021/12/9 15:29,9591,5745609,-4792,28788,-11983,14384
2021/12/9 15:29,9595,5750404,-4794,28800,-11988,14390
2021/12/9 15:29,9599,5755201,-4796,28812,-11993,14396
2021/12/9 15:29,9603,5760000,-4798,28824,-11998,14402
2021/12/9 15:29,9607,5764801,-4800,28836,-12003,14408
2021/12/9 15:29,9611,5769604,-4802,28848,-12008,14414
2021/12/9 15:29,9615,5774409,-4804,28860,-12013,14420
2021/12/9 15:29,9619,5779216,-4806,28872,-12018,14426
2021/12/9 15:29,9623,5784025,-4808,28884,-12023,14432
2021/12/9 15:29,9627,5788836,-4810,28896,-12028,14438
2021/12/9 15:29,9631,5793649,-4812,28908,-12033,14444
2021/12/9 15:29,9635,5798464,-4814,28920,-12038,14450
2021/12/9 15:29,9639,5803281,-4816,28932,-12043,14456
2021/12/9 15:29,9643,5808100,-4818,28944,-12048,14462
2021/12/9 15:29,9647,5812921,-4820,28956,-12053,14468
2021/12/9 15:29,9651,5817744,-4822,28968,-12058,14474
2021/12/9 15:29,9655,5822569,-4824,28980,-12063,14480
2021/12/9 15:29,9659,5827396,-4826,28992,-12068,14486
2021/12/9 15:29,9663,5832225,-4828,29004,-12073,14492
2021/12/9 15:29,9667,5837056,-4830,29016,-12078,14498
2021/12/9 15:29,9671,5841889,-4832,29028,-12083,14504
2021/12/9 15:29,9675,5846724,-4834,29040,-12088,14510
2021/12/9 15:29,9679,5851561,-4836,29052,-12093,14516
2021/12/9 15:29,9683,5856400,-4838,29064,-12098,14522
2021/12/9 15:29,9687,5861241,-4840,29076,-12103,14528
2021/12/9 15:29,9691,5866084,-4842,29088,-12108,14534
2021/12/9 15:29,9695,5870929,-4844,29100,-12113,14540
2021/12/9 15:29,9699,5875776,-4846,29112,-12118,14546
2021/12/9 15:29,9703,5880625,-4848,29124,-12123,14552
2021/12/9 15:29,9707,5885476,-4850,29136,-12128,14558
2021/12/9 15:29,9711,5890329,-4852,29148,-12133,14564
2021/12/9 15:29,9715,5895184,-4854,29160,-12138,14570
2021/12/9 15:29,9719,5900041,-4856,29172,-12143,14576
2021/12/9 15:29,9723,5904900,-4858,29184,-12148,14582
2021/12/9 15:29,9727,5909761,-4860,29196,-12153,14588
2021/12/9 15:29,9731,5914624,-4862,29208,-12158,14594
2021/12/9 15:29,9735,5919489,-4864,29220,-12163,14600
2021/12/9 15:29,9739,5924356,-4866,29232,-12168,14606
2021/12/9 15:29,9743,5929225,-4868,29244,-12173,14612
2021/12/9 15:29,9747,5934096,-4870,29256,-12178,14618
2021/12/9 15:29,9751,5938969,-4872,29268,-12183,14624
2021/12/9 15:29,9755,5943844,-4874,29280,-12188,14630
2021/12/9 15:29,9759,5948721,-4876,29292,-12193,14636
2021/12/9 15:29,9763,5953600,-4878,29304,-12198,14642
2021/12/9 15:29,9767,5958481,-4880,29316,-12203,14648
2021/12/9 15:29,9771,5963364,-4882,29328,-12208,14654
2021/12/9 15:29,9775,5968249,-4884,29340,-12213,14660
2021/12/9 15:29,9779,5973136,-4886,29352,-12218,14666
2021/12/9 15:29,9783,5978025,-4888,29364,-12223,14672
2021/12/9 15:29,9787,5982916,-4890,29376,-12228,14678
2021/12/9 15:29,9791,5987809,-4892,29388,-12233,14684
2021/12/9 15:29,9795,5992704,-4894,29400,-12238,14690
2021/12/9 15:29,9799,5997601,-4896,29412,-12243,14696
2021/12/9 15:29,9803,6002500,-4898,29424,-12248,14702
2021/12/9 15:29,9807,6007401,-4900,29436,-12253,14708
2021/12/9 15:29,9811,6012304,-4902,29448,-12258,14714
2021/12/9 15:29,9815,6017209,-4904,29460,-12263,14720
2021/12/9 15:29,9819,6022116,-4906,29472,-12268,14726
2021/12/9 15:29,9823,6027025,-4908,29484,-12273,14732
2021/12/9 15:29,9827,6031936,-4910,29496,-12278,14738
2021/12/9 15:29,9831,6036849,-4912,29508,-12283,14744
2021/12/9 15:29,9835,6041764,-4914,29520,-12288,14750
2021/12/9 15:29,9839,6046681,-4916,29532,-12293,14756
2021/12/9 15:29,9843,6051600,-4918,29544,-12298,14762
2021/12/9 15:29,9847,6056521,-4920,29556,-12303,14768
2021/12/9 15:29,9851,6061444,-4922,29568,-12308,14774
2021/12/9 15:29,9855,6066369,-4924,29580,-12313,14780
2021/12/9 15:29,9859,6071296,-4926,29592,-12318,14786
2021/12/9 15:29,9863,6076225,-4928,29604,-12323,14792
2021/12/9 15:29,9867,6081156,-4930,29616,-12328,14798
2021/12/9 15:29,9871,6086089,-4932,29628,-12333,14804
2021/12/9 15:29,9875,6091024,-4934,29640,-12338,14810
2021/12/9 15:29,9879,6095961,-4936,29652,-12343,14816
2021/12/9 15:29,9883,6100900,-4938,29664,-12348,14822
2021/12/9 15:29,9887,6105841,-4940,29676,-12353,14828
2021/12/9 15:29,9891,6110784,-4942,29688,-12358,14834
2021/12/9 15:29,9895,6115729,-4944,29700,-12363,14840
2021/12/9 15:29,9899,6120676,-4946,29712,-12368,14846
2021/12/9 15:29,9903,6125625,-4948,29724,-12373,14852
2021/12/9 15:29,9907,6130576,-4950,29736,-12378,14858
2021/12/9 15:29,9911,6135529,-4952,29748,-12383,14864
2021/12/9 15:29,9915,6140484,-4954,29760,-12388,14870
2021/12/9 15:29,9919,6145441,-4956,29772,-12393,14876
2021/12/9 15:29,9923,6150400,-4958,29784,-12398,14882
2021/12/9 15:29,9927,6155361,-4960,29796,-12403,14888
2021/12/9 15:29,9931,6160324,-4962,29808,-12408,14894
2021/12/9 15:29,9935,6165289,-4964,29820,-12413,14900
2021/12/9 15:29,9939,6170256,-4966,29832,-12418,14906
2021/12/9 15:29,9943,6175225,-4968,29844,-12423,14912
2021/12/9 15:29,9947,6180196,-4970,29856,-12428,14918
2021/12/9 15:29,9951,6185169,-4972,29868,-12433,14924
2021/12/9 15:29,9955,6190144,-4974,29880,-12438,14930
2021/12/9 15:29,9959,6195121,-4976,29892,-12443,14936
2021/12/9 15:29,9963,6200100,-4978,29904,-12448,14942
2021/12/9 15:29,9967,6205081,-4980,29916,-12453,14948
2021/12/9 15:29,9971,6210064,-4982,29928,-12458,14954
2021/12/9 15:29,9975,6215049,-4984,29940,-12463,14960
2021/12/9 15:29,9979,6220036,-4986,29952,-12468,14966
2021/12/9 15:29,9983,6225025,-4988,29964,-12473,14972
2021/12/9 15:29,9987,6230016,-4990,29976,-12478,14978
2021/12/9 15:29,9991,6235009,-4992,29988,-12483,14984
2021/12/9 15:29,9995,6240004,-4994,30000,-12488,14990
2021/12/9 15:29,9999,6245001,-4996,30012,-12493,14996
2021/12/9 15:29,10003,6250000,-4998,30024,-12498,15002
2021/12/9 15:29,10007,6255001,-5000,30036,-12503,15008
2021/12/9 15:29,10011,6260004,-5002,30048,-12508,15014
2021/12/9 15:29,10015,6265009,-5004,30060,-12513,15020
2021/12/9 15:29,10019,6270016,-5006,30072,-12518,15026
2021/12/9 15:29,10023,6275025,-5008,30084,-12523,15032
2021/12/9 15:29,10027,6280036,-5010,30096,-12528,15038
2021/12/9 15:29,10031,6285049,-5012,30108,-12533,15044
2021/12/9 15:29,10035,6290064,-5014,30120,-12538,15050
2021/12/9 15:29,10039,6295081,-5016,30132,-12543,15056
2021/12/9 15:29,10043,6300100,-5018,30144,-12548,15062
2021/12/9 15:29,10047,6305121,-5020,30156,-12553,15068
2021/12/9 15:29,10051,6310144,-5022,30168,-12558,15074
2021/12/9 15:29,10055,6315169,-5024,30180,-12563,15080
2021/12/9 15:29,10059,6320196,-5026,30192,-12568,15086
2021/12/9 15:29,10063,6325225,-5028,30204,-12573,15092
2021/12/9 15:29,10067,6330256,-5030,30216,-12578,15098
2021/12/9 15:29,10071,6335289,-5032,30228,-12583,15104
2021/12/9 15:29,10075,6340324,-5034,30240,-12588,15110
2021/12/9 15:29,10079,6345361,-5036,30252,-12593,15116
2021/12/9 15:29,10083,6350400,-5038,30264,-12598,15122
2021/12/9 15:29,10087,6355441,-5040,30276,-12603,15128
2021/12/9 15:29,10091,6360484,-5042,30288,-12608,15134
2021/12/9 15:29,10095,6365529,-5044,30300,-12613,15140
2021/12/9 15:29,10099,6370576,-5046,30312,-12618,15146
2021/12/9 15:29,10103,6375625,-5048,30324,-12623,15152
2021/12/9 15:29,10107,6380676,-5050,30336,-12628,15158
2021/12/9 15:29,10111,6385729,-5052,30348,-12633,15164
2021/12/9 15:29,10115,6390784,-5054,30360,-12638,15170
2021/12/9 15:29,10119,6395841,-5056,30372,-12643,15176
2021/12/9 15:29,10123,6400900,-5058,30384,-12648,15182
2021/12/9 15:29,10127,6405961,-5060,30396,-12653,15188
2021/12/9 15:29,10131,6411024,-5062,30408,-12658,15194
2021/12/9 15:29,10135,6416089,-5064,30420,-12663,15200
2021/12/9 15:29,10139,6421156,-5066,30432,-12668,15206
2021/12/9 15:29,10143,6426225,-5068,30444,-12673,15212
2021/12/9 15:29,10147,6431296,-5070,30456,-12678,15218
2021/12/9 15:29,10151,6436369,-5072,30468,-12683,15224
2021/12/9 15:29,10155,6441444,-5074,30480,-12688,15230
2021/12/9 15:29,10159,6446521,-5076,30492,-12693,15236
2021/12/9 15:29,10163,6451600,-5078,30504,-12698,15242
2021/12/9 15:29,10167,6456681,-5080,30516,-12703,15248
2021/12/9 15:29,10171,6461764,-5082,30528,-12708,15254
2021/12/9 15:29,10175,6466849,-5084,30540,-12713,15260
2021/12/9 15:29,10179,6471936,-5086,30552,-12718,15266
2021/12/9 15:29,10183,6477025,-5088,30564,-12723,15272
2021/12/9 15:29,10187,6482116,-5090,30576,-12728,15278
2021/12/9 15:29,10191,6487209,-5092,30588,-12733,15284
2021/12/9 15:29,10195,6492304,-5094,30600,-12738,15290
2021/12/9 15:29,10199,6497401,-5096,30612,-12743,15296
2021/12/9 15:29,10203,6502500,-5098,30624,-12748,15302
2021/12/9 15:29,10207,6507601,-5100,30636,-12753,15308
2021/12/9 15:29,10211,6512704,-5102,30648,-12758,15314
2021/12/9 15:29,10215,6517809,-5104,30660,-12763,15320
2021/12/9 15:29,10219,6522916,-5106,30672,-12768,15326
2021/12/9 15:29,10223,6528025,-5108,30684,-12773,15332
2021/12/9 15:29,10227,6533136,-5110,30696,-12778,15338
2021/12/9 15:29,10231,6538249,-5112,30708,-12783,15344
2021/12/9 15:29,10235,6543364,-5114,30720,-12788,15350
2021/12/9 15:29,10239,6548481,-5116,30732,-12793,15356
2021/12/9 15:29,10243,6553600,-5118,30744,-12798,15362
2021/12/9 15:29,10247,6558721,-5120,30756,-12803,15368
2021/12/9 15:29,10251,6563844,-5122,30768,-12808,15374
2021/12/9 15:29,10255,6568969,-5124,30780,-12813,15380
2021/12/9 15:29,10259,6574096,-5126,30792,-12818,15386
2021/12/9 15:29,10263,6579225,-5128,30804,-12823,15392
2021/12/9 15:29,10267,6584356,-5130,30816,-12828,15398
2021/12/9 15:29,10271,6589489,-5132,30828,-12833,15404
2021/12/9 15:29,10275,6594624,-5134,30840,-12838,15410
2021/12/9 15:29,10279,6599761,-5136,30852,-12843,15416
2021/12/9 15:29,10283,6604900,-5138,30864,-12848,15422
2021/12/9 15:29,10287,6610041,-5140,30876,-12853,15428
2021/12/9 15:29,10291,6615184,-5142,30888,-12858,15434
2021/12/9 15:29,10295,6620329,-5144,30900,-12863,15440
2021/12/9 15:29,10299,6625476,-5146,30912,-12868,15446
2021/12/9 15:29,10303,6630625,-5148,30924,-12873,15452
2021/12/9 15:29,10307,6635776,-5150,30936,-12878,15458
2021/12/9 15:29,10311,6640929,-5152,30948,-12883,15464
2021/12/9 15:29,10315,6646084,-5154,30960,-12888,15470
2021/12/9 15:29,10319,6651241,-5156,30972,-12893,15476
2021/12/9 15:29,10323,6656400,-5158,30984,-12898,15482
2021/12/9 15:29,10327,6661561,-5160,30996,-12903,15488
2021/12/9 15:29,10331,6666724,-5162,31008,-12908,15494
2021/12/9 15:29,10335,6671889,-5164,31020,-12913,15500
2021/12/9 15:29,10339,6677056,-5166,31032,-12918,15506
2021/12/9 15:29,10343,6682225,-5168,31044,-12923,15512
2021/12/9 15:29,10347,6687396,-5170,31056,-12928,15518
2021/12/9 15:29,10351,6692569,-5172,31068,-12933,15524
2021/12/9 15:29,10355,6697744,-5174,31080,-12938,15530
2021/12/9 15:29,10359,6702921,-5176,31092,-12943,15536
2021/12/9 15:29,10363,6708100,-5178,31104,-12948,15542
2021/12/9 15:29,10367,6713281,-5180,31116,-12953,15548
2021/12/9 15:29,10371,6718464,-5182,31128,-12958,15554
2021/12/9 15:29,10375,6723649,-5184,31140,-12963,15560
2021/12/9 15:29,10379,6728836,-5186,31152,-12968,15566
2021/12/9 15:29,10383,6734025,-5188,31164,-12973,15572
2021/12/9 15:29,10387,6739216,-5190,31176,-12978,15578
2021/12/9 15:29,10391,6744409,-5192,31188,-12983,15584
2021/12/9 15:29,10395,6749604,-5194,31200,-12988,15590
2021/12/9 15:29,10399,6754801,-5196,31212,-12993,15596
2021/12/9 15:29,10403,6760000,-5198,31224,-12998,15602
2021/12/9 15:29,10407,6765201,-5200,31236,-13003,15608
2021/12/9 15:29,10411,6770404,-5202,31248,-13008,15614
2021/12/9 15:29,10415,6775609,-5204,31260,-13013,15620
2021/12/9 15:29,10419,6780816,-5206,31272,-13018,15626
2021/12/9 15:29,10423,6786025,-5208,31284,-13023,15632
2021/12/9 15:29,10427,6791236,-5210,31296,-13028,15638
2021/12/9 15:29,10431,6796449,-5212,31308,-13033,15644
2021/12/9 15:29,10435,6801664,-5214,31320,-13038,15650
2021/12/9 15:29,10439,6806881,-5216,31332,-13043,15656
2021/12/9 15:29,10443,6812100,-5218,31344,-13048,15662
2021/12/9 15:29,10447,6817321,-5220,31356,-13053,15668
2021/12/9 15:29,10451,6822544,-5222,31368,-13058,15674
2021/12/9 15:29,10455,6827769,-5224,31380,-13063,15680
2021/12/9 15:29,10459,6832996,-5226,31392,-13068,15686
2021/12/9 15:29,10463,6838225,-5228,31404,-13073,15692
2021/12/9 15:29,10467,6843456,-5230,31416,-13078,15698
2021/12/9 15:29,10471,6848689,-5232,31428,-13083,15704
2021/12/9 15:29,10475,6853924,-5234,31440,-13088,15710
2021/12/9 15:29,10479,6859161,-5236,31452,-13093,15716
2021/12/9 15:29,10483,6864400,-5238,31464,-13098,15722
2021/12/9 15:29,10487,6869641,-5240,31476,-13103,15728
2021/12/9 15:29,10491,6874884,-5242,31488,-13108,15734
2021/12/9 15:29,10495,6880129,-5244,31500,-13113,15740
2021/12/9 15:29,10499,6885376,-5246,31512,-13118,15746
2021/12/9 15:29,10503,6890625,-5248,31524,-13123,15752
2021/12/9 15:29,10507,6895876,-5250,31536,-13128,15758
2021/12/9 15:29,10511,6901129,-5252,31548,-13133,15764
2021/12/9 15:29,10515,6906384,-5254,31560,-13138,15770
2021/12/9 15:29,10519,6911641,-5256,31572,-13143,15776
2021/12/9 15:29,10523,6916900,-5258,31584,-13148,15782
2021/12/9 15:29,10527,6922161,-5260,31596,-13153,15788
2021/12/9 15:29,10531,6927424,-5262,31608,-13158,15794
2021/12/9 15:29,10535,6932689,-5264,31620,-13163,15800
2021/12/9 15:29,10539,6937956,-5266,31632,-13168,15806
2021/12/9 15:29,10543,6943225,-5268,31644,-13173,15812
2021/12/9 15:29,10547,6948496,-5270,31656,-13178,15818
2021/12/9 15:29,10551,6953769,-5272,31668,-13183,15824
2021/12/9 15:29,10555,6959044,-5274,31680,-13188,15830
2021/12/9 15:29,10559,6964321,-5276,31692,-13193,15836
2021/12/9 15:29,10563,6969600,-5278,31704,-13198,15842
2021/12/9 15:29,10567,6974881,-5280,31716,-13203,15848
2021/12/9 15:29,10571,6980164,-5282,31728,-13208,15854
2021/12/9 15:29,10575,6985449,-5284,31740,-13213,15860
2021/12/9 15:29,10579,6990736,-5286,31752,-13218,15866
2021/12/9 15:29,10583,6996025,-5288,31764,-13223,15872
2021/12/9 15:29,10587,7001316,-5290,31776,-13228,15878
2021/12/9 15:29,10591,7006609,-5292,31788,-13233,15884
2021/12/9 15:29,10595,7011904,-5294,31800,-13238,15890
2021/12/9 15:29,10599,7017201,-5296,31812,-13243,15896
2021/12/9 15:29,10603,7022500,-5298,31824,-13248,15902
2021/12/9 15:29,10607,7027801,-5300,31836,-13253,15908
2021/12/9 15:29,10611,7033104,-5302,31848,-13258,15914
2021/12/9 15:29,10615,7038409,-5304,31860,-13263,15920
2021/12/9 15:29,10619,7043716,-5306,31872,-13268,15926
2021/12/9 15:29,10623,7049025,-5308,31884,-13273,15932
2021/12/9 15:29,10627,7054336,-5310,31896,-13278,15938
2021/12/9 15:29,10631,7059649,-5312,31908,-13283,15944
2021/12/9 15:29,10635,7064964,-5314,31920,-13288,15950
2021/12/9 15:29,10639,7070281,-5316,31932,-13293,15956
2021/12/9 15:29,10643,7075600,-5318,31944,-13298,15962
2021/12/9 15:29,10647,7080921,-5320,31956,-13303,15968
2021/12/9 15:29,10651,7086244,-5322,31968,-13308,15974
2021/12/9 15:29,10655,7091569,-5324,31980,-13313,15980
2021/12/9 15:29,10659,7096896,-5326,31992,-13318,15986
2021/12/9 15:29,10663,7102225,-5328,32004,-13323,15992
2021/12/9 15:29,10667,7107556,-5330,32016,-13328,15998
2021/12/9 15:29,10671,7112889,-5332,32028,-13333,16004
2021/12/9 15:29,10675,7118224,-5334,32040,-13338,16010
2021/12/9 15:29,10679,7123561,-5336,32052,-13343,16016
2021/12/9 15:29,10683,7128900,-5338,32064,-13348,16022
2021/12/9 15:29,10687,7134241,-5340,32076,-13353,16028
2021/12/9 15:29,10691,7139584,-5342,32088,-13358,16034
2021/12/9 15:29,10695,7144929,-5344,32100,-13363,16040
2021/12/9 15:29,10699,7150276,-5346,32112,-13368,16046
2021/12/9 15:29,10703,7155625,-5348,32124,-13373,16052
2021/12/9 15:29,10707,7160976,-5350,32136,-13378,16058
2021/12/9 15:29,10711,7166329,-5352,32148,-13383,16064
2021/12/9 15:29,10715,7171684,-5354,32160,-13388,16070
2021/12/9 15:29,10719,7177041,-5356,32172,-13393,16076
2021/12/9 15:29,10723,7182400,-5358,32184,-13398,16082
2021/12/9 15:29,10727,7187761,-5360,32196,-13403,16088
2021/12/9 15:29,10731,7193124,-5362,32208,-13408,16094
